artist,title,title_index,release_year,hp,bill_year,bill_ranking,era,era_year,popularity,loudness,tempo,time,modality,danceability,energy,speechiness,instrumentalness,liveness,valence,genre
Coldplay,Clocks,2,2003,6,2013,12,2000s,2000-2020,76,-7.215,130.969,4,0,0.577,0.749,0.0279,0.0112,0.183,0.261,pop
Coldplay,Clocks,2,2003,6,2014,20,2000s,2000-2020,76,-7.215,130.969,4,0,0.577,0.749,0.0279,0.0112,0.183,0.261,pop
Coldplay,Clocks,2,2003,6,2015,29,2000s,2000-2020,76,-7.215,130.969,4,0,0.577,0.749,0.0279,0.0112,0.183,0.261,pop
Coldplay,Clocks,2,2003,6,2016,36,2000s,2000-2020,76,-7.215,130.969,4,0,0.577,0.749,0.0279,0.0112,0.183,0.261,pop
Coldplay,Clocks,2,2003,6,2017,46,2000s,2000-2020,76,-7.215,130.969,4,0,0.577,0.749,0.0279,0.0112,0.183,0.261,pop
Coldplay,Clocks,2,2003,6,2018,57,2000s,2000-2020,76,-7.215,130.969,4,0,0.577,0.749,0.0279,0.0112,0.183,0.261,pop
Coldplay,Clocks,2,2003,6,2019,80,2000s,2000-2020,76,-7.215,130.969,4,0,0.577,0.749,0.0279,0.0112,0.183,0.261,pop
John Lennon,Imagine,3,1971,1,1999,7,oldies,1920-1989,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,3,1971,1,2000,7,oldies,1920-1989,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,3,1971,1,2001,11,oldies,1920-1989,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
John Lennon,Imagine,3,1971,1,2002,11,oldies,1920-1989,78,-12.358,75.752,4,1,0.547,0.257,0.0252,0.183,0.0935,0.169,rock
